'a'ba'gai'xin'zao 阿巴盖新蚤
'chan'fa'jia'die 蟾法蛱蝶
'chan'ji'e'shu 蝉寄蛾属
'chan'ju'jiao'chan 蟾锯角蝉
'chan'ke 蝉科
'chan'ni'feng 蝉泥蜂
'chan'ni'feng'shu 蝉泥蜂属
'chan'nong'die'shu 婵弄蝶属
'chan'nong'die'shu 禅弄蝶属
'chan'tou'dui'sha'bai'yi 铲头堆砂白蚁
'chan'tou'mo'chan'shu 铲头沫蝉属
'chan'tou'ye'chan'ya'ke 铲头叶蝉亚科
'chan'tou'ye'chan'zu 铲头叶蝉族
'chan'wang'e'shu 蝉网蛾属
'chan'wei'jian'fu'feng 铲尾尖腹蜂
'chan'xiao'yao'zhu 铲逍遥蛛
'chan'ya'ke 蝉亚科
'chan'ya'mu 蝉亚目
'chan'yan'die'shu 蟾眼蝶属
'chan'yang'ye'jia 颤杨叶甲
'chan'zha'shu 蟾蚱属
'chan'zong'ke 蝉总科
'chang'ao'qiao'zhu 长螯翘蛛
'chang'ao'xiao'xiao 长螯肖蛸
'chang'bai'bei'fei'shi 长白背飞虱
'chang'bai'dun'jie'shu 长白盾蚧属
'chang'bai'dun'jie'ya'ke 长白盾蚧亚科
'chang'bai'ji'tu'zhu 长白嵴突蛛
'chang'bai'jie'chang'bang'ya'xiao'feng 长白蚧长棒蚜小蜂
'chang'bai'ju'wen 长白巨蚊
'chang'bai'shan'chi'ji'yuan 长白山齿棘圆
'chang'bai'shan'chu'huang 长白山雏蝗
'chang'bai'shan'dian'chi'ying 长白山点池蝇
'chang'bai'shan'jin'se'huang 长白山金色蝗
'chang'bai'shan'lin 长白山鳞
'chang'bai'shan'ma'huang 长白山玛蝗
'chang'bai'shan'qian'shui'ji'feng 长白山潜水姬蜂
'chang'bai'shan'tuo'bing'ji'feng 长白山驼柄姬蜂
'chang'ban'ban'gao'ying 长板斑缟蝇
'chang'ban'cao'zhong 长瓣草螽
'chang'ban'chang'gang 长瓣长肛
'chang'ban'chi'tun 长瓣齿臀
'chang'ban'guan'wang'chun 长板冠网蝽
'chang'ban'jian'fu'feng 长板尖腹蜂
'chang'ban'jie'fu'ni'feng 长板节腹泥蜂
'chang'ban'san'ci'jiao'chan 长瓣三刺角蝉
'chang'ban'shu'xi 长瓣树蟋
'chang'ban'tian'niu'shu 长板天牛属
'chang'ban'tong'xi'zhong 长瓣同蟋螽
'chang'ban'wu'chi'jiao'chan 长瓣无齿角蝉
'chang'ban'ye'chan'shu 长板叶蝉属
'chang'ban'zhong'si 长瓣螽斯
'chang'bang'ci'mai'chi'yan'feng 长棒刺脉赤眼蜂
'chang'bang'jian'suo'chi'yan'feng 长棒简索赤眼蜂
'chang'bang'tian'niu'shu 长棒天牛属
'chang'bang'wang'chun'shu 长棒网蝽属
'chang'bang'ya'xiao'feng'shu 长棒蚜小蜂属
'chang'bao'wo'qi'yao'wen 长抱握器摇蚊
'chang'bei'ji'feng'jian'feng 长背姬蜂茧蜂
'chang'bei'lie'chun 长背猎蝽
'chang'bei'lie'chun'shu 长背猎蝽属
'chang'bei'ni'feng'shu 长背泥蜂属
'chang'bei'ni'feng'ya'ke 长背泥蜂亚科
'chang'bei'ni'feng'zu 长背泥蜂族
'chang'bei'san'feng'jian'feng 长背三缝茧蜂
'chang'bei'tai'zha 长背台蚱
'chang'bei'xi'shu 长背蟋属
'chang'bei'yi'jian'feng 长背异茧蜂
'chang'bei'zha'shu 长背蚱属
'chang'bi'bai'yi'shu 长鼻白蚁属
'chang'bi'chun 长鼻蝽
'chang'bi'ji'feng 长臂姬蜂
'chang'bi'ji'feng'shu 长臂姬蜂属
'chang'bi'lie'chun'ting 长鼻裂唇蜓
'chang'bi'niu'shi 长鼻牛虱
'chang'bi'tian'niu 长臂天牛
'chang'bi'xi'mou'zhu 长鼻喜蟱蛛
'chang'bi'xi'zhu 长鼻隙蛛
'chang'bi'xiang'bai'yi 长鼻象白蚁
'chang'bian'jia'ke 长扁甲科
'chang'bian'jia'shu 长扁甲属
'chang'bian'li'jin'xiao'feng 长鞭丽金小蜂
'chang'bian'ya'shu 长鞭蚜属
'chang'biao'nong'die'shu 长标弄蝶属
'chang'bing'cao'ling'shu 长柄草蛉属
'chang'bing'da'tou'yi 长柄大头蚁
'chang'bing'da'zhi'jin'xiao'feng 长柄大痣金小蜂
'chang'bing'duo'jie'cao'ling 长柄多阶草蛉
'chang'bing'jian'feng'shu 长柄茧蜂属
'chang'bing'jiao'jian'yan'zao 长柄角尖眼蚤
'chang'bing'jin'tian'niu 长柄锦天牛
'chang'bing'ke'bing'jin'xiao'feng 长柄刻柄金小蜂
'chang'bing'ni'feng'shu 长柄泥蜂属
'chang'bing'ni'mao'yi 长柄拟毛蚁
'chang'bing'qie'ding'ji'feng 长柄切顶姬蜂
'chang'bing'tian'niu'shu 长柄天牛属
'chang'bing'tiao'jia'shu 长柄跳甲属
'chang'bing'xiao'mang'meng'yi 长柄小盲猛蚁
'chang'bing'xin'jie'yi 长柄心结蚁
'chang'bing'xiong'huang'ya'xiao'feng 长并胸黄蚜小蜂
'chang'bing'yan'de'ma'la'shi'ying 长柄眼德马拉实蝇
'chang'bing'ye'chan'shu 长柄叶蝉属
'chang'bing'yi'ji'feng 长柄依姬蜂
'chang'cha'zhu'shu 长插蛛属
'chang'chi'bai'wen'huang 长翅白纹蝗
'chang'chi'ban'xiong'huang 长翅板胸蝗
'chang'chi'bei'xi 长翅贝蟋
'chang'chi'bo'zha 长翅波蚱
'chang'chi'cao'zhong 长翅草螽
'chang'chi'chang'bei'zha 长翅长背蚱
'chang'chi'chi'e'shu 长翅尺蛾属
'chang'chi'chi'tang 长翅齿螳
'chang'chi'da'tou'huang 长翅大头蝗
'chang'chi'dao'huang 长翅稻蝗
'chang'chi'fen'ying 长翅粪蝇
'chang'chi'gua'jie'ya'ying 长翅寡节蚜蝇
'chang'chi'han'ying'wen 长翅旱瘿蚊
'chang'chi'he'jing'jian'feng 长翅褐径茧蜂
'chang'chi'hei'bei'huang 长翅黑背蝗
'chang'chi'heng'shi'ji'feng 长齿横室姬蜂
'chang'chi'hua'huang 长翅华蝗
'chang'chi'huang'fo'huang 长翅黄佛蝗
'chang'chi'jia'huang 长翅痂蝗
'chang'chi'jian'feng'shu 长翅茧蜂属
'chang'chi'juan'e'shu 长翅卷蛾属
'chang'chi'la'chan'ke 长翅蜡蝉科
'chang'chi'la'chan'shu 长翅蜡蝉属
'chang'chi'la'xi'tie'jia 长翅拉西铁甲
'chang'chi'li'deng'e'shu 长翅丽灯蛾属
'chang'chi'li'mang'chun 长翅丽盲蝽
'chang'chi'ling'huang 长翅菱蝗
'chang'chi'liu'xiong 长翅瘤胸
'chang'chi'liu'zha 长翅瘤蚱
'chang'chi'long'zhou'huang 长翅龙州蝗
'chang'chi'long'zhou'huang 长翅龙洲蝗
'chang'chi'lv'fo'huang 长翅绿佛蝗
'chang'chi'lv'fu'huang 长翅绿芙蝗
'chang'chi'san'bai'yi 长翅散白蚁
'chang'chi'sang'lu'zhong 长翅桑露螽
'chang'chi'shi'zi'huang 长翅十字蝗
'chang'chi'shu'jing'huang 长翅束颈蝗
'chang'chi'su'mu'huang 长翅素木蝗
'chang'chi'su'wa'hua'shi 长翅苏瓦花虱
'chang'chi'te'lu'shi'ying 长翅特鲁实蝇
'chang'chi'te'xi'ji'ying 长翅特西寄蝇
'chang'chi'tu'e'huang 长翅凸额蝗
'chang'chi'tu'yan'huang 长翅突颜蝗
'chang'chi'wang'guan'ji'ma 长齿网管蓟马
'chang'chi'xi'fu'shi'ya'ying 长翅细腹食蚜蝇
'chang'chi'xiang'shu 长翅象属
'chang'chi'xiao'yue'huang 长翅小跃蝗
'chang'chi'xin'qi'zhong 长翅新栖螽
'chang'chi'yan'ban'tang 长翅眼斑螳
'chang'chi'yan'huang 长翅燕蝗
'chang'chi'yi'huang 长翅蚁蝗
'chang'chi'yi'jiao'ya'xiao'feng 长翅异角蚜小蜂
'chang'chi'yi'shu 长齿蚁属
'chang'chi'yin'chi'chong'shu 长翅隐翅虫属
'chang'chi'yin'chi'chong'shu 长齿隐翅虫属
'chang'chi'ying'ji'ma 长翅硬蓟马
'chang'chi'you'huang 长翅幽蝗
'chang'chi'yuan'tu'yan'huang 长翅原突颜蝗
'chang'chi'zhong'huang 长翅踵蝗
'chang'chi'zhong'tui'huang 长翅踵腿蝗
'chang'chi'zhou'zha 长翅胄蚱
'chang'chi'zhu'huang 长翅蛛蝗
'chang'chu'ao'zhu 长触螯蛛
'chang'chu'chao'zhu 长触潮蛛
'chang'chu'he'tiao'zhu 长触合跳蛛
'chang'chui'tuo'zhu 长垂驼蛛
'chang'chun'ba'yuan 长春巴蚖
'chang'chun'bu'jia'shu 长唇步甲属
'chang'chun'chang'bei'ni'feng 长唇长背泥蜂
'chang'chun'ji'fei'shi'shu 长唇基飞虱属
'chang'chun'ji'ying'shu 长唇寄蝇属
'chang'chun'ji'ying'zu 长唇寄蝇族
'chang'chun'jian'feng 长蝽茧蜂
'chang'chun'ke 长蝽科
'chang'chun'piao'chong'shu 长唇瓢虫属
'chang'chun'piao'chong'zu 长唇瓢虫族
'chang'chun'teng'bai'bo'chi'e 长春藤白波尺蛾
'chang'chun'wei'zhu 长春微蛛
'chang'chun'ya'ke 长蝽亚科
'chang'chun'zong'ke 长蝽总科
'chang'ci'si'wei'sou 长刺丝尾螋
'chang'cu'fu'yao'wen'shu 长粗腹摇蚊属
'chang'dai'hui'guo'luo 常代喙蜾蠃
'chang'dai'jia'bai'yi 长带家白蚁
'chang'dai'ru'bai'yi 长带乳白蚁
'chang'dai'ru'wei 长带乳螱
'chang'dai'zhuo'guo'luo 常代啄蜾蠃
'chang'dao'shi 长稻虱
'chang'dao'ye'feng'ke 长刀叶峰科
'chang'di'tu'chun 长地土蝽
'chang'dian'bian'tu'chun 长点边土蝽
'chang'dian'gu'yuan 长垫古蚖
'chang'dian'jian'ding'zha 长垫尖顶蚱
'chang'dian'ni'yi'yuan 长垫拟异蚖
'chang'diao'jian'feng 长雕茧蜂
'chang'ding'pian'tou'ye'chan 长顶片头叶蝉
'chang'ding'xiao'jia'huang 长顶小戛蝗
'chang'dou'fu'xin'zao 长窦副新蚤
'chang'du'cang'huang 昌都藏蝗
'chang'du'chu'huang 昌都雏蝗
'chang'du'gai'zao 昌都盖蚤
'chang'du'ke 长蠹科
'chang'du'ke'bian'jian'feng 长蠹刻鞭茧蜂
'chang'du'si'zhu'huang 昌都似蛛蝗
'chang'du'yuan'jin'huang 昌都原金蝗
'chang'du'zhu'huang 昌都蛛蝗
'chang'duan'ma'ying 长端麻蝇
'chang'duan'ni'fen'ying 长端拟粉蝇
'chang'dun'chun 长盾蝽
'chang'dun'chun'shu 长盾蝽属
'chang'dun'er'ci'jiao'chan 长盾二刺角蝉
'chang'dun'jie 长盾蚧
'chang'dun'jie'shu 长盾蚧属
'chang'dun'jin'xiao'feng'shu 长盾金小蜂属
'chang'dun'mo'chan'ke 长盾沫蝉科
'chang'dun'mo'chan'shu 长盾沫蝉属
'chang'dun'wei'guan'ya 长钝尾管蚜
'chang'dun'ye'chan 长盾叶蝉
'chang'dun'ye'chan'shu 长盾叶蝉属
'chang'duo'ci'yi 畅多刺蚁
'chang'e'ban'ming'shu 长颚斑螟属
'chang'e'dou'xi 长颚斗蟋
'chang'e'dui'sha'bai'yi 长颚堆砂白蚁
'chang'e'fu'huang 长额负蝗
'chang'e'gan'bai'yi 长颚杆白蚁
'chang'e'gan'huang 长额橄蝗
'chang'e'ji'feng'shu 长颚姬蜂属
'chang'e'jia'bai'yi 长颚家白蚁
'chang'e'mu'bi'bai'yi 长颚木鼻白蚁
'chang'e'qi'ling'shu 长额蛣蛉属
'chang'e'qie'ye'feng 长颚切叶蜂
'chang'e'ru'bai'yi 长颚乳白蚁
'chang'e'ru'wei 长颚乳螱
'chang'e'tian'niu'shu 长额天牛属
'chang'e'xi 长颚蟋
'chang'e'xi'shu 长颚蟋属
'chang'e'xiang'shu 长颚象属
'chang'e'xin'bai'yi 长颚新白蚁
'chang'e'yin'chi'chong'shu 长颚隐翅虫属
'chang'en'ya'xiao'feng 长恩蚜小蜂
'chang'er'tiao'shu'zhen'e'shi 长耳跳鼠真颚虱
'chang'fang'chun 长方蝽
'chang'fang'dian'fang'gui'jia 长方点方龟甲
'chang'fang'gou'ji 长方钩襀
'chang'fang'jie'ji 长方节襀
'chang'fang'pa'la'sai'shi'ying 长方帕拉塞实蝇
'chang'fang'shuang'zao'zhi'ming'ya'zhong 长方双蚤指名亚种
'chang'fang'ying'ye'jia'shu 长方萤叶甲属
'chang'fang'zhu'ke 长纺蛛科
'chang'fang'zhu'shu 长纺蛛属
'chang'fei'shi'shu 长飞虱属
'chang'fen'jie 长粉蚧
'chang'fen'jie'shu 长粉蚧属
'chang'fu'ai'zhu 长腹艾蛛
'chang'fu'an'wen 长浮按蚊
'chang'fu'ban'shu 长腹瓣属
'chang'fu'bing'fu'jian'feng 长跗柄腹茧蜂
'chang'fu'chang'bei'ni'feng 长腹长背泥蜂
'chang'fu'chi'xu'mang'chun 长跗赤须盲蝽
'chang'fu'chun'ting 长腹春蜓
'chang'fu'chun'ting'shu 长腹春蜓属
'chang'fu'cu'jiao'yi 长跗粗角蚁
'chang'fu'du'e'shu 长腹蠹蛾属
'chang'fu'fei'shi'shu 长跗飞虱属
'chang'fu'he'jing'jian'feng 长腹褐径茧蜂
'chang'fu'hei'luan'feng 长腹黑卵蜂
'chang'fu'hu'feng'ke 长腹胡蜂科
'chang'fu'hu'feng'shu 长腹胡蜂属
'chang'fu'huang'shu 长腹蝗属
'chang'fu'huang'ya'ke 长腹蝗亚科
'chang'fu'hui'die'shu 长腹灰蝶属
'chang'fu'ji'feng'shu 长腹姬蜂属
'chang'fu'jiang'jiao'ya'xiao'feng 长跗桨角蚜小蜂
'chang'fu'jiao'tu'ji'feng 长腹角突姬蜂
'chang'fu'juan'wei'meng'yi 长腹卷尾猛蚁
'chang'fu'kang'yuan 长跗康蚖
'chang'fu'lan'ge'zhu 长跗兰格蛛
'chang'fu'liang'ye'jia 长跗亮叶甲
'chang'fu'lv'tian'niu'shu 长附绿天牛属
'chang'fu'mao'lian'jin'xiao'feng 长腹毛链金小蜂
'chang'fu'mei'shi'zi'ying'feng 长腹没食子瘿蜂
'chang'fu'na'ji'chun 长腹捺姬蝽
'chang'fu'pu'le'ya'xiao'feng 长腹普乐蚜小蜂
'chang'fu'pu'shi'ya'xiao'feng 长腹扑虱蚜小蜂
'chang'fu'qian'jie'yi 长腹前结蚁
'chang'fu'qiu'fu'zhu 长腹丘腹蛛
'chang'fu'shan'cong'shu 长腹扇蟌属
'chang'fu'shou'liu'ji'feng 长腹瘦瘤姬蜂
'chang'fu'shui'ye'jia'shu 长跗水叶甲属
'chang'fu'suo'chi'jian'feng 长腹索翅茧蜂
'chang'fu'tian'niu'shu 长跗天牛属
'chang'fu'tiao'jia'shu 长跗跳甲属
'chang'fu'tu'feng'shu 长腹土蜂属
'chang'fu'tu'xiao'fei'zhong 长腹突效绯螽
'chang'fu'wei'zhu'yuan'chun 长腹伪侏缘蝽
'chang'fu'xi'e'ji'feng 长跗细颚姬蜂
'chang'fu'xin'kang'yuan 长跗新康蚖
'chang'fu'ya'shu 长跗蚜属
'chang'fu'ya'ya'ke 长跗蚜亚科
'chang'fu'yao'wen'shu 长跗摇蚊属
'chang'fu'ye'jia'shu 长跗叶甲属
'chang'fu'yi'zhu 长腹蚁蛛
'chang'fu'yi'zu'ji'feng 长跗异足姬蜂
'chang'fu'yin'chi'chong'shu 长跗隐翅虫属
'chang'fu'ying'feng 长腹瘿蜂
'chang'fu'ying'hu'shu 长腹蝇虎属
'chang'fu'ying'pi 长蝠硬蜱
'chang'fu'ying'shi 长腹蝇狮
'chang'fu'yuan'zhu 长腹园蛛
'chang'fu'yun'yi'ling 长腹云蚁蛉
'chang'fu'zhui'xu'jin'xiao'feng 长腹赘须金小蜂
'chang'gang'bang'shu 长肛棒属
'chang'gang'tang'shu 长肛螳属
'chang'gang'xiu'shu 长肛脩属
'chang'gang'ye'ying'shu 长肛夜蝇属
'chang'geng'gan'ying'shu 长梗秆蝇属
'chang'gou'an'se'ji'feng 长沟暗色姬蜂
'chang'gou'chun'ting'shu 长钩春蜓属
'chang'gou'ri'chun'ting 长钩日春蜓
'chang'gou'ri'jian'ting 长钩日箭蜓
'chang'gou'wu'sheng'huang 长沟无声蝗
'chang'gu'ta'mu'zhu 昌古塔姆蛛
'chang'guan'ai'bo'chi'yan'feng 长管爱波赤眼蜂
'chang'guan'dao'shi'ying'xiao'feng 长管稻虱缨小蜂
'chang'guan'gao'fu'jian'feng 长管高腹茧蜂
'chang'guan'san'feng'jian'feng 长管三缝茧蜂
'chang'guan'xi'zhu 长管希蛛
'chang'guan'ya'shu 长管蚜属
'chang'guan'ya'wai'jian'feng 长管蚜外茧蜂
'chang'guan'ya'ya'ke 长管蚜亚科
'chang'guan'yue'jian'feng 长管悦茧蜂
'chang'he'hua'kou'jia 长褐花叩甲
'chang'he'shi'yi 长贺氏蚁
'chang'hei'shu'mang'chun 长黑束盲蝽
'chang'hong'chun'ya'ke 长红蝽亚科
'chang'hong'lie'chun 长红猎蝽
'chang'hong'tian'niu'shu 长红天牛属
'chang'huang'ban'feng 长黄斑蜂
'chang'huang'hu'feng 长黄胡蜂
'chang'hui'da'ya'shu 长喙大蚜属
'chang'hui'dian'chi'ying 长喙点池蝇
'chang'hui'hei'yuan'chun 长喙黑缘蝽
'chang'hui'ji'ying'shu 长喙寄蝇属
'chang'hui'jian'feng'shu 长喙茧蜂属
'chang'hui'jian'hua'chun 长喙肩花蝽
'chang'hui'meng'shu 长喙虻属
'chang'hui'shuo'chang'chun 长喙蒴长蝽
'chang'hui'song'mang'chun 长喙松盲蝽
'chang'hui'tian'e'shu 长喙天蛾属
'chang'hui'wang'chun'shu 长喙网蝽属
'chang'hui'xi'ying 长喙隰蝇
'chang'hui'zao 长喙蚤
'chang'hui'zao'shu 长喙蚤属
'chang'hui'zhai'yan'xun'wen 长喙窄眼蕈蚊
'chang'hui'zhen'chun 长喙真蝽
'chang'ji'chi'yu'shi 长鸡翅羽虱
'chang'ji'ding'shu 长吉丁属
'chang'ji'ding'ya'ke 长吉丁亚科
'chang'ji'fu'zao 长棘蝠蚤
'chang'ji'guan'wang'chun 长脊冠网蝽
'chang'ji'niao'shi'shu 长鸡鸟虱属
'chang'ji'pi'chun 长脊皮蝽
'chang'ji'pian'gou'tun'tu'feng 长基片钩臀土蜂
'chang'ji'que'dan 昌吉缺弹
'chang'ji'shu'chang'chun 长棘束长蝽
'chang'ji'yan'dun'jie 长棘炎盾蚧
'chang'ji'yu'chun 长棘玉蝽
'chang'ji'zhai'fu'jian'feng 长基窄腹茧蜂
'chang'jia'bai'ling 长铗白蛉
'chang'jia'huang 长夹蝗
'chang'jia'huang'shu 长夹蝗属
'chang'jia'si'ling 长铗司蛉
'chang'jia'sou'shu 长铗螋属
'chang'jia'sou'ya'ke 长铗螋亚科
'chang'jia'wan'hua'feng 长颊丸花蜂
'chang'jia'xiong'feng 长颊熊蜂
'chang'jian'ce'ji'ban'ya 长尖侧棘斑蚜
'chang'jian'fu'feng 长尖腹蜂
'chang'jian'huang'hu'feng 常见黄胡蜂
'chang'jian'jia'zu 长坚甲族
'chang'jian'zao'shu 长剑蚤属
'chang'jiao'feng'jian'ji'feng 长脚蜂尖姬蜂
'chang'jiao'hu'feng 长脚胡蜂
'chang'jiao'jin'gui'ke 长脚金龟科
'chang'jiao'jin'gui'ya'ke 长脚金龟亚科
'chang'jiao'ni'jia'ke 长脚泥甲科
'chang'jiao'zong'chi'sai'jin'gui 长脚棕翅鳃金龟
'chang'jie'bian'jiao'ye'jia 长节扁角叶甲
'chang'jie'da'tou'yi 长节大头蚁
'chang'jie'hong'shu'yi 长结红树蚁
'chang'jie'hua'jiao'ya'xiao'feng 长蚧花角蚜小蜂
'chang'jie'ju'feng'shu 长节锯蜂属
'chang'jie'kuo'fu'chun'ting 长节扩腹春蜓
'chang'jie'luo'qi'mo'shi'ying 长节罗齐莫实蝇
'chang'jie'shi'yi 长结螫蚁
'chang'jie'shui'gui'chong'shu 长节水龟虫属
'chang'jie'tian'niu'shu 长节天牛属
'chang'jie'xiao'mang'meng'yi 长结小盲猛蚁
'chang'jie'ya'jia'shu 长节牙甲属
'chang'jing'bu'jia'shu 长颈步甲属
'chang'jing'guo'guan'feng 长颈过冠蜂
'chang'jing'jia'ke 长颈甲科
'chang'jing'kou'jia'shu 长颈叩甲属
'chang'jing'kou'jia'ya'ke 长颈叩甲亚科
'chang'jing'liu'mang'ying 长茎溜芒蝇
'chang'jing'mi'feng 长胫蜜蜂
'chang'jing'qi'ji'mo'chan 长茎歧脊沫蝉
'chang'jing'qie'ye'xiang'shu 长颈切叶象属
'chang'jing'se'ji'feng 长颈色姬蜂
'chang'jing'shu'feng'ke 长颈树蜂科
'chang'jing'shu'feng'shu 长颈树蜂属
'chang'jing'tang'ya'ke 长颈螳亚科
'chang'jing'wei'e'yan'xun'wen 长颈伪轭眼蕈蚊
'chang'jing'xiang'shu 长颈象属
'chang'jing'ya'jian'feng'shu 长径蚜茧蜂属
'chang'jing'yin'chi'chong'shu 长颈隐翅虫属
'chang'jing'zhu'e'shu 长茎祝蛾属
'chang'ju'cao'ke'jin'xiao'feng 长距糙刻金小蜂
'chang'ju'huang'shu 长距蝗属
'chang'ju'jian'feng'ji'xiao'feng 长距茧蜂姬小蜂
'chang'ju'jian'feng'jin'xiao'feng 长距茧蜂金小蜂
'chang'ju'jian'feng'shu 长距茧蜂属
'chang'ju'ni'sui'feng 长距拟隧蜂
'chang'ju'shan'lin'e'shu 长距扇鳞蛾属
'chang'ju'xuan'xiao'feng'shu 长距旋小蜂属
'chang'ju'ye'ming'shu 长距野螟属
'chang'ju'yuan'ding'huang 长距圆顶蝗
'chang'juan'e'shu 长卷蛾属
'chang'ke'da'bai'yi 长颏大白蚁
'chang'ke'san'bai'yi 长颏散白蚁
'chang'kong'ji'feng'shu 长孔姬蜂属
'chang'kong'ji'feng'zu 长孔姬蜂族
'chang'kou'fei'shi'shu 长口飞虱属
'chang'kuo'jia'qiu'sou 长扩铗球螋
'chang'lan'chun 长蓝蝽
'chang'li'chang'jie 长梨长蚧
'chang'li'ji'xiong'chang'chun 长利棘胸长蝽
'chang'li'jie'shu 长蛎蚧属
'chang'li'jin'gui'shu 长丽金龟属
'chang'li'mu'shi 昌梨木虱
'chang'li'tian'niu 长丽天牛
'chang'li'tian'niu'shu 长丽天牛属
'chang'li'xing'bing'dun'jie 长梨形并盾蚧
'chang'lian'guan'ya'shu 长镰管蚜属
'chang'lie'hua'lv'lu'zhong 长裂华绿露螽
'chang'lie'hua'lv'zhong 长裂华绿螽
'chang'lie'jian'zhao'tie'jia'da'lu'ya'zhong 长列尖爪铁甲大陆亚种
'chang'lie'yan'er'lu'zhong 长裂掩耳露螽
'chang'lin 常鳞
'chang'ling'bei'tang 长菱背螳
'chang'ling'huang'luan'chang'bei'ling'huang 长菱蝗卵长背菱蝗
'chang'ling'huang'shu 长菱蝗属
'chang'liu'yan'you'ling'zhu 长六眼幽灵蛛
'chang'long'na 昌隆钠
'chang'long'piao'chong'shu 长隆瓢虫属
'chang'long'rui 昌隆蚋
'chang'lv 长绿
'chang'lv'chun 长绿蝽
'chang'lv'dao'shi 长绿稻虱
'chang'lv'fei'shi 长绿飞虱
'chang'lv'liu'ya 长绿瘤蚜
'chang'lv'liu'ya'shu 长绿瘤蚜属
'chang'lv'tian'niu'shu 长绿天牛属
'chang'lv'tian'niu'shu 长驴天牛属
'chang'ma'ying 常麻蝇
'chang'mai'duan'jia'jin'xiao'feng 长脉短颊金小蜂
'chang'mai'kuan'xia'shi'ying 长脉宽狭实蝇
'chang'mai'kuo'fu'jian'feng 长脉阔跗茧蜂
'chang'mai'sai'la'jin'xiao'feng 长脉塞拉金小蜂
'chang'mai'xi'e'ji'feng 长脉细颚姬蜂
'chang'mai'ya'jian'feng'shu 长脉蚜茧蜂属
'chang'mai'yuan'jian'feng 长脉缘茧蜂
'chang'mang'chun'shu 长盲蝽属
'chang'mang'cu'bing'chang'zu'meng 长芒粗柄长足虻
'chang'mang'deng'zong'ji'ying 长芒等鬃寄蝇
'chang'mang'ji'ying'shu 长芒寄蝇属
'chang'mang'san'zong'ji'ying 长芒三鬃寄蝇
'chang'mang'zhen'ye'ying 长芒真叶蝇
'chang'mao'ban'e'shu 长毛斑蛾属
'chang'mao'cao'mang'chun 长毛草盲蝽
'chang'mao'cha'nie'chong 长毛茶啮虫
'chang'mao'chun 长毛蝽
'chang'mao'ci'ding'lie'chun 长毛刺顶猎蝽
'chang'mao'da'yan'chang'chun 长毛大眼长蝽
'chang'mao'hua'jin'gui 长毛花金龟
'chang'mao'jin'gui'zi 长毛金龟子
'chang'mao'ju'wang'chun 长毛菊网蝽
'chang'mao'ke'zhao'mang'chun 长毛刻爪盲蝽
'chang'mao'lie'chun'shu 长毛猎蝽属
'chang'mao'mi'yuan'chun 长毛迷缘蝽
'chang'mao'nie'chong'shu 长毛啮虫属
'chang'mao'qie'ye'feng 长毛切叶蜂
'chang'mao'qiu'zhu 长毛球蛛
'chang'mao'quan'feng'chang'chun 长毛全缝长蝽
'chang'mao'suo'fei'shi'ying'shu 长毛索菲实蝇属
'chang'mao'tian'niu 长毛天牛
'chang'mao'tian'niu'shu 长毛天牛属
'chang'mao'tiao'zi'dou'xiang 长毛岧子豆象
'chang'mao'tie'jia 长毛铁甲
'chang'mao'tou'yi'ji'ying 长毛透翊寄蝇
'chang'mao'tu'kong'fen'shi 长毛突孔粉虱
'chang'mao'xia'chun 长毛狭蝽
'chang'mao'xia'jia'ji'ying 长毛狭颊寄蝇
'chang'mao'xiang'shu 长毛象属
'chang'mao'xie'yan'chang'chun 长毛斜眼长蝽
'chang'mao'xie'zhu 长毛蟹蛛
'chang'mao'yi 长毛蚁
'chang'mao'ying'ye'jia'shu 长毛萤叶甲属
'chang'mao'zhen'cu'mao'yi 长毛真粗毛蚁
'chang'mao'zhen'ye'ying 长毛真叶蝇
'chang'mei'tian'niu'shu 长眉天牛属
'chang'mo'chan 长沫蝉
'chang'mo'chan'shu 长沫蝉属
'chang'mou'zhu 长蟱蛛
'chang'mu'feng 长木蜂
'chang'mu'li'jie 长牡蛎蚧
'chang'mu'li'jie'huang'ya'xiao'feng 长牡蛎蚧黄蚜小蜂
'chang'mu'san'jie'ye'feng 常木三节叶蜂
'chang'ni'jia'ke 长泥甲科
'chang'ning'qi'xiang'bai'yi 长宁奇象白蚁
'chang'nong'die'shu 昌弄蝶属
'chang'pan'jie 长盘蚧
'chang'pian'dun'jie'shu 长片盾蚧属
'chang'pu'er'cha'ya 菖蒲二叉蚜
'chang'pu'gen'shui'ye'jia 菖蒲根水叶甲
'chang'pu'jin'chi'ye'e 菖蒲金翅夜蛾
'chang'qi'chi'piao'chong 长崎齿瓢虫
'chang'qi'chi'piao'chong'shu 长崎齿瓢虫属
'chang'qi'feng'die 长崎凤蝶
'chang'qi'qu'fu'zhu 长崎曲腹蛛
'chang'qi'song'chang'li'jie 长七松长蛎蚧
'chang'qian'guai'fu'zao 长钳怪蝠蚤
'chang'qian'ji'mao'wen 长钳襀毛蚊
'chang'qiao'bi'qiang'jian'feng 长鞘闭腔茧蜂
'chang'qiao'fei'shi'shu 长鞘飞虱属
'chang'qiao'hua'jian'feng 长鞘滑茧蜂
'chang'qiao'quan'mai'jian'feng 长鞘全脉茧蜂
'chang'qiao'tong'tian'niu'shu 长鞘筒天牛属
'chang'qing'qie'ye'feng 长青切叶蜂
